Name,Album,Artist,URL,Language
"One Of The Girls (with JENNIE, Lily Rose Depp)",The Idol Episode 4 (Music from the HBO Original Series),The Weeknd,https://open.spotify.com/track/7CyPwkp0oE8Ro9Dd5CUDjW,hindi
Ishq Wala Love,Student of the Year (Original Motion Picture Soundtrack),Vishal-Shekhar,https://open.spotify.com/track/1hQia6rxgfM1ly2hE3StWp,hindi
Aisa Kabhie Hua Nahin,Aisa Kabhie Hua Nahin,Kishore Kumar,https://open.spotify.com/track/7gebEOAB964t7hFdpNaAlm,hindi
Tu Meri Poori Kahani - Male Version,Tu Meri Poori Kahani,Anu Malik,https://open.spotify.com/track/364WOgSrjwWsiDEH4NZLee,hindi
Shringaar (From “Bhoomi 2025”),Shringaar (From “Bhoomi 2025”),Salim–Sulaiman,https://open.spotify.com/track/4yY6SRse3iDtY0QROJmBXa,hindi
LAAVAN,LAAVAN,Jasmine Sandlas,https://open.spotify.com/track/0RWLe6Dx5cWyPuB1sw6eWf,hindi
Julmi Sawariya,Julmi Sawariya,Amit Trivedi,https://open.spotify.com/track/1KMAzWU2TIrnHLpaHNoz4b,hindi
"Panwadi (From ""Sunny Sanskari Ki Tulsi Kumari"")","Panwadi (From ""Sunny Sanskari Ki Tulsi Kumari"")",Khesari Lal Yadav,https://open.spotify.com/track/6aMoxZbGxqRkyNKAlkzIpP,hindi
All The Stars (with SZA),Black Panther The Album Music From And Inspired By,Kendrick Lamar,https://open.spotify.com/track/7dMBU2Kf4vmvwfVLW6yb6P,hindi
Tu Meri Poori Kahani - Female Version,Tu Meri Poori Kahani,Anu Malik,https://open.spotify.com/track/3CSjG2x84Ofs10yD0X0faE,hindi
Haal Kya Hai Dilon Ka 2.0 Beach Vibes Mix,Haal Kya Hai Dilon Ka 2.0 Beach Vibes Mix,Shaurya Mehta,https://open.spotify.com/track/1JE11ogAFxS6603L4xz2j6,hindi
Kashish,Kashish,Ashish Bhatia,https://open.spotify.com/track/3anHs4ijBd3Iw0E0fBPwtH,hindi
Jaane Na Tu,Almost Loved,Bhoomi,https://open.spotify.com/track/2PNAKNrINLMHHrk5iMKNzA,hindi
High On You,High On You,Jind Universe,https://open.spotify.com/track/2eqUVYJVnlDs8PgOtuOlJm,hindi
"Birwa - From ""Nishaanchi""",Nishaanchi (Original Motion Picture Soundtrack),Manan Bhardwaj,https://open.spotify.com/track/3P9z0SY4sw9BuSBia5bvK5,hindi
"Preet Re - From ""Dhadak 2""","Preet Re (From ""Dhadak 2"")",Darshan Raval,https://open.spotify.com/track/5IWLDqsSnQgBjXGiryDtTk,hindi
